
      experimentID;problemID;algorithmID;instanceID;configID;value               
                1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;97731cc3ee4419c15f323f992ba1c016;9123.651348024126;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;97731cc3ee4419c15f323f992ba1c016;9463.26949053568;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6e03d817e834ae8094e8a631881b0051;9767.929526121465;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;97731cc3ee4419c15f323f992ba1c016;9075.407628075245;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6e03d817e834ae8094e8a631881b0051;9114.258909619091;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6e03d817e834ae8094e8a631881b0051;8980.918279329191;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6e03d817e834ae8094e8a631881b0051;9575.15920359319;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6e03d817e834ae8094e8a631881b0051;10291.979069620336;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;f3d6921d3e1475bfbbdeb9cbd610e220;10299.370995524432;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;97731cc3ee4419c15f323f992ba1c016;8207.60888464683;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;f3d6921d3e1475bfbbdeb9cbd610e220;9140.126076717363;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;97731cc3ee4419c15f323f992ba1c016;9458.90684044695;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;f3d6921d3e1475bfbbdeb9cbd610e220;9463.26949053568;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;f3d6921d3e1475bfbbdeb9cbd610e220;9114.258909619091;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;f3d6921d3e1475bfbbdeb9cbd610e220;9396.88162875504;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;542df04abf23c6121d29edc876ddc4;8980.918279329191;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;542df04abf23c6121d29edc876ddc4;8997.33481542611;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;dfced1576cbde31d2bfd031bbffb1f7;9123.651348024126;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;542df04abf23c6121d29edc876ddc4;9158.55739142531;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;542df04abf23c6121d29edc876ddc4;9075.407628075245;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;542df04abf23c6121d29edc876ddc4;9014.993861074247;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;dfced1576cbde31d2bfd031bbffb1f7;9092.136700268127;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;dfced1576cbde31d2bfd031bbffb1f7;9396.88162875504;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;dfced1576cbde31d2bfd031bbffb1f7;9320.263295548726;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;dfced1576cbde31d2bfd031bbffb1f7;9099.346329998298;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6dd74d4517f38b932e85ed9ae448ee27;10075.510047259055;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6dd74d4517f38b932e85ed9ae448ee27;9575.15920359319;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6dd74d4517f38b932e85ed9ae448ee27;9772.430905696207;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6dd74d4517f38b932e85ed9ae448ee27;9463.26949053568;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;6dd74d4517f38b932e85ed9ae448ee27;8921.315695847825;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;653234982b1b261974c37f69864104ba;9306.38894365395;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;653234982b1b261974c37f69864104ba;10203.536143834808;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;653234982b1b261974c37f69864104ba;10200.894145210936;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;894d0528ffb63ff5f4ddcfe39736a65c;10200.894145210936;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;653234982b1b261974c37f69864104ba;9067.746453925121;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;894d0528ffb63ff5f4ddcfe39736a65c;9506.045672415641;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;653234982b1b261974c37f69864104ba;10200.894145210936;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;894d0528ffb63ff5f4ddcfe39736a65c;9772.430905696207;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;894d0528ffb63ff5f4ddcfe39736a65c;9075.407628075245;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;894d0528ffb63ff5f4ddcfe39736a65c;10094.39443725171;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;3a6fdb3a5c69ad679c07e3b345851331;9140.126076717363;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;3a6fdb3a5c69ad679c07e3b345851331;9223.293052891197;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;3a6fdb3a5c69ad679c07e3b345851331;9458.90684044695;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;3a6fdb3a5c69ad679c07e3b345851331;9162.86654590944;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;3a6fdb3a5c69ad679c07e3b345851331;8997.33481542611;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;4f400fbfaafd4e4cf149702faf3f9d13;9158.55739142531;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;4f400fbfaafd4e4cf149702faf3f9d13;9162.86654590944;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;4f400fbfaafd4e4cf149702faf3f9d13;8866.871014060229;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;4f400fbfaafd4e4cf149702faf3f9d13;9260.695153716739;
    1322777657411;TSP;GeneticAlgorithm;berlin52.tsp;4f400fbfaafd4e4cf149702faf3f9d13;9140.126076717363;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;73a36daf5ac63e415952416d7e342d2d;7429.564015626324;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;73a36daf5ac63e415952416d7e342d2d;7376.363040670561;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;73a36daf5ac63e415952416d7e342d2d;7198.741111888065;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;73a36daf5ac63e415952416d7e342d2d;7655.033209609353;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;73a36daf5ac63e415952416d7e342d2d;8248.415660012342;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;b407aaa45481f8b01a3048cc2f6ad348;7428.431168939392;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;b407aaa45481f8b01a3048cc2f6ad348;8262.002043469649;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;b407aaa45481f8b01a3048cc2f6ad348;7283.025590578256;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;b407aaa45481f8b01a3048cc2f6ad348;8468.483304123754;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;b407aaa45481f8b01a3048cc2f6ad348;7428.431168939392;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;295d7610c2f557f75cf1714398aec8c2;7384.2157448863645;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;295d7610c2f557f75cf1714398aec8c2;7428.431168939392;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;295d7610c2f557f75cf1714398aec8c2;7380.8579369875715;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;295d7610c2f557f75cf1714398aec8c2;8174.523499317165;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;6a08d56ca383a359187e41c55b40234a;7546.374093901235;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;6a08d56ca383a359187e41c55b40234a;7431.800358813221;
    1322777657411;TSP;GeneticAlgorithm;ch130.tsp;295d7610c2f557f75cf1714398aec8c2;8321.468203306158;
